page_name,post_id,comment_no,reply_no,comment_text,username_anonymised,n_reactions,post_date,collection_date,replied_to_username
Unknown,pt_post014,5,0,People should defend and protect their resources through customary laws.theses Trouts have no ethical right to pass a bill regarding land reforms. This assembly is not elected by public of GB. This is selected by form 47 government and their puppets.,c9315772dd46f4def320764fafd7af631c278bd4,0,35w,1/24/2026 5:51,
Unknown,pt_post014,6,0,Just imagine this illiterate men is the Chief Minister. How can he even understand if this bill is right for the people of GB or not.,a384385fa5e450f2b325921bb53a621e5568a9b6,0,35w,1/24/2026 5:51,
Unknown,pt_post014,7,0,Haq thoo,605b2a1924fa1532762dfc8f0f63133be1dad3bc,5,35w,1/24/2026 5:51,
Unknown,pt_post014,8,0,Well done. C. M,e0b9f84a16998643ef6042092d55cba675f4cd90,0,35w,1/24/2026 5:51,
Unknown,pt_post014,9,0,Lota,3234cae696d74ce56a3bab88fbdae3ccea4d3266,0,35w,1/24/2026 5:51,
Unknown,pt_post014,10,0,Dalal hramzada,1280109bfb3ecf56cc00d95dd40c130afee6f3ab,0,35w,1/24/2026 5:51,
Unknown,pt_post014,11,0,Xakon,f0b83f4885eb293680fdc49ef8410852671f5dbb,0,35w,1/24/2026 5:51,
Unknown,pt_post014,12,0,پاکستان کی آن گلگت بلتستان کی شانFCNA کا لڑالا اکسفوڈ یونیورسٹی کا پی ایچ ڈی ہولڈر آپ سب کا چہتا گلبر خان اس سال جا رہا اسمبلی کو الودع کہ کے,705341480196e2443d2031f489c91f418b682d15,0,35w,1/24/2026 5:51,
Unknown,pt_post014,13,0,Chalo Shabash pehlay Bill ka spelling btao,c8032cc5b4175143845298704db9f7c6dc00b8ff,0,34w,1/24/2026 5:51,
Unknown,pt_post014,13,1,ya ly tai Oman.,b52c2957a4a2ea235206f6f233f104f48f6cc2ca,0,34w,1/24/2026 5:51,c8032cc5b4175143845298704db9f7c6dc00b8ff
Unknown,pt_post014,13,2,spelling ka spelling,3e1d0b2a23139de1a95c53d6fe261839091c06ef,0,34w,1/24/2026 5:51,c8032cc5b4175143845298704db9f7c6dc00b8ff
Unknown,pt_post014,13,3,bell...,747d224bc2e06f314ab0afc3b991454e3049296e,0,34w,1/24/2026 5:51,c8032cc5b4175143845298704db9f7c6dc00b8ff
Unknown,pt_post014,14,0,کاش پہلے اردو بول نا تو سکھ تا,b8029ef1af05123241d017de19f19437c2b1cd5c,0,35w,1/24/2026 5:51,
Unknown,pt_post014,15,0,Teri pouri nasal pae lanat hae maazoor or kam zaraf insan,c3f1d5b188e3f90f0f6d9693ecc72f88f2bac111,0,35w,1/24/2026 5:51,
Unknown,pt_post014,16,0,Bajili ki Bill ki thara ab asmbali Mai be bill any suro howay,be39e3cf9441fef482cd469e6e21077d9937404a,0,35w,1/24/2026 5:51,
Unknown,pt_post014,17,0,دالالی اچھی کرتے ہو پایالو,540d8b608a1cd45d067a49bf8324dfb2b0ade982,0,35w,1/24/2026 5:51,
Unknown,pt_post014,18,0,Tenor,5ec82e0f9f72cecd0b23d0712b00527015ae57e0,0,35w,1/24/2026 5:51,
Unknown,pt_post014,19,0,Tuj ya bill parhna aata he nai ha tu kia awam ko bta dega.,5c1d8985f3aa09b06935f0f9d6fa225b1b046fb4,2,35w,1/24/2026 5:51,
Unknown,pt_post014,20,0,In Kay chehray yaad karo yeh wohi dalal hain jo beek Gaye hain,bbba31c5d9fec85a2e2fa7807068be1cbbe899ba,0,35w,1/24/2026 5:51,
Unknown,pt_post014,21,0,"Hahahaha Masooda, Picha tom Urdu drust tha la",9193669d91cc501fded96efcb00d6dbccf1dd091,0,35w,1/24/2026 5:51,
Unknown,pt_post014,22,0,Anpardh gawar Kahi ka.,9ec1582aa1c47ba2097e998620fa2b1b3b77bb54,0,34w,1/24/2026 5:51,
Unknown,pt_post014,23,0,O Bhai bill hota Kia ha tumhan kuch pata b ha.,5a9de9fd9f9284c2c3118e73b2963591b09ed902,0,35w,1/24/2026 5:51,
Unknown,pt_post014,24,0,#GBRejectLandReformsAct,d2fe660db9a2ca60e3945a04bb6fcf6aa581d840,0,35w,1/24/2026 5:51,
Unknown,pt_post016,1,0,Wel narrated press briefing about different land reforms act / laws pre and post independance of GB weldone adv basharat and team,9f31f9e84644fc5d0b089d205b174124544b84ef,0,25w,1/24/2026 5:57,
Unknown,pt_post016,2,0,Zabrdast,ee5a81d8ca2919b512d8feb79b893d321d0968df,0,25w,1/24/2026 5:57,
Unknown,pt_post019,1,0,آج کے بعد گلگت بلتستان کی زمینوں کی الاٹمنٹ۔جعلی انتقالات اور جعلی سودے بازی نہیں ہوسکتی امجد ایڈوکیٹ کا اسمبلی میں خطاب,e4ee23e8338af9020c57dca005732e786d2a6e0e,0,35w,1/24/2026 6:03,
Unknown,pt_post019,2,0,Land reform Bill would be poison for GB in days to come. It is simply facilitation for land grabers.,df8a8cf72e0ec94d231cb0e1dacb3e7fd7f5ccdd,0,35w,1/24/2026 6:03,
Unknown,pt_post019,3,0,راجگی نظام کا خاتمہ گلگت بلتستان کا نام، قانون سازی اسمبلی کا قیام کے ساتھ حق ملکیت بھی پیپلز پارٹی کا تحفہ ہے۔۔ … See more,e5bdf2ab72bcae43173859947d173dbd2214fcb1,4,35w,1/24/2026 6:03,
Unknown,pt_post019,3,1,جہالت کی انتہا,c5c93ecdecd0962fdf8ec6acb5ac8182a49422ca,0,35w,1/24/2026 6:03,e5bdf2ab72bcae43173859947d173dbd2214fcb1
Unknown,pt_post019,4,0,Land reforms jaib baro scheme,1934df70a52a9bcb804e7e1fe2c9d97e4369367d,0,35w,1/24/2026 6:03,
Unknown,pt_post019,5,0,عوام کی بے بسی سے فائدہ اٹھاتے ہوئے انکو پولو میں مصروف رکھ کر معذوروں بیماروں لاچاروں سہولت کاروں کے زریعے اپنی مرضی کے بل پیش کرواکر عجلت میں منظور بھی کروا رہے ہیں اگر عوام کی یہی بے بسی رہی تو مستقبل ہمارا بلوچستان سے بھی تابناک ہے,7a8b0bd64201df1787263f62e439cc0078bfc4a1,0,35w,1/24/2026 6:03,
Unknown,pt_post019,6,0,مائنینگ بل پاکستان کی طرف سے نہیں ہے۔پاکستان کو بھی اوپر سے ملی ہے ۔اسحاق ڈار آیا تھا چین اس کو سمجھایا گیا ہے۔,46c944be5dbcd77cf6415277ffb9f2f778fb5f88,0,35w,1/24/2026 6:03,
Unknown,pt_post019,7,0,سوائے جہالیوں (جیالوں) کے سب بےچیں ہیں اپنی دھرتی کیلیے!,858005f46a75fef744b2034d0506b878c88268a9,0,35w,1/24/2026 6:03,
Unknown,pt_post019,8,0,Saholatkaron par lanat,dcabd85f2cc96ad1608dd9dfcad723c0995db0c9,0,35w,1/24/2026 6:03,
Unknown,pt_post019,9,0,Sadku pe faisla hoga.ncp hakumat.,dc1b815559fccdead47773ce254a7ba92a0761df,0,35w,1/24/2026 6:03,
Unknown,pt_post019,10,0,ye khud jutalian hai.,04a27fa36d28c792a8cb69eb5d230f372b80d024,3,35w,1/24/2026 6:03,
Unknown,pt_post023,1,0,سہولت کار ، جی بی کی زمینیں پلیٹ میں رکھ کر قبضہ مافیاز کے سامنے پیش کر دیا ہے ۔ چار حرقف,c723b5efcca604034699a8e1cd31a62fe490653a,3,35w,1/24/2026 6:09,
Unknown,pt_post023,2,0,گلگت بلتستان والوں اب تیار رہنا، آپ لوگوں کو آپس میں لڑا کے آپ لوگوں کے زمینوں کو قبضہ کرینگے۔ سب سے زیادہ ان مقامی دلالوں سے ہوشیار رہنا جو ایک بات کو تنازعہ بنا کے گاؤں گاؤں کو آپس میں لڑائنگے۔,8815ce6bedeede6e1558fb8f3367bbed906c773f,0,35w,1/24/2026 6:09,
Unknown,pt_post023,3,0,بیشرم وزیر اعلیٰ اپنے ہی قوم کے ساتھ دھوکا کرتے ہو اپنے کرسی کے خاطر مکاری کرتے ہو تم کونسا عوام کے نمائندے ہو تم اسٹیبلشمنٹ کے سہولت کار ہو آگر زرا بھی شرم و حیا ہو تو استعفیٰ دے,09f007ae6a80199e6ce19bbd71f634f332158628,0,35w,1/24/2026 6:09,
Unknown,pt_post023,4,0,Phely ya bataoo ap kis party say ho...,6d9e85efb339eb189e246077159991aa2475f435,0,35w,1/24/2026 6:09,
Unknown,pt_post023,5,0,انا للہ وانا الیہ راجوں. یہ بندہ چیف منسٹر ہم پہ مسلط ہے,fb7e61b3465f9042d60d7e338ac039610c8110bd,0,35w,1/24/2026 6:09,
Unknown,pt_post023,6,0,AJ land mountain bejo Kal Apne maa bhen ko bejo in logon k leya ek c BAAT hai Jo pahad or zamin sarkar ko denay k Haq ma Hoga ye line us k leya,c66949700b77230e7ed697f642a0d3ee6b3a85ff,0,35w,1/24/2026 6:09,
Unknown,pt_post023,7,0,Ajab Tera khudrat ajab Tera Khel. Chachundar k sir pay b sarson Ka Tail.,430f5f3b01e1a43b2233c7dc0b2b28426574ac94,0,35w,1/24/2026 6:09,
Unknown,pt_post023,8,0,Lanati,d3d45d131339de4478a6d0b84d8058a0ba15884d,0,34w,1/24/2026 6:09,
Unknown,pt_post023,9,0,Laanaaat,3972ef779a8e14efbbb9b437a35c4642df2aa325,0,35w,1/24/2026 6:09,
Unknown,pt_post023,10,0,,df8a8cf72e0ec94d231cb0e1dacb3e7fd7f5ccdd,0,35w,1/24/2026 6:09,
Unknown,pt_post023,11,0,ین,09f007ae6a80199e6ce19bbd71f634f332158628,0,35w,1/24/2026 6:09,
Unknown,pt_post023,12,0,"The more we think, the clearer it becomes that the leaders sitting in the GB Assembly are not able to protect the rights of the people. GB has a high literacy rate, but only 1% job quota in the federal government. This means doors of jobs are almost cl… See more",df8a8cf72e0ec94d231cb0e1dacb3e7fd7f5ccdd,0,34w,1/24/2026 6:09,
Unknown,pt_post023,13,0,Ap knsa panda likely ho,0a38cff7a1c1c11fbef2f0993208a9bf918ee4a8,0,35w,1/24/2026 6:09,
Unknown,pt_post025,1,0,آن پڑھ آدمی کو لینڈریفام کا کیا پتہ گلگت بلتستان کے ساتھ ایک مذاق ہو رہا ہے,9ed47db5c28acd4d940b5fd29081da33db384925,3,1y,1/24/2026 6:15,
Unknown,pt_post025,1,1,ساتھ آیا ہوا بوٹ پالشی کونسا پڑھا لکھا یے؟ پی سی او چلانے والا ٹیلیفون آپریٹر ۔,176ae09a3313941607bfe60c34e8d2d099cd95ac,2,1y,1/24/2026 6:15,9ed47db5c28acd4d940b5fd29081da33db384925
Unknown,pt_post025,1,2,سب ایک کھیت کی مولی ہیں,9ed47db5c28acd4d940b5fd29081da33db384925,0,1y,1/24/2026 6:15,176ae09a3313941607bfe60c34e8d2d099cd95ac
Unknown,pt_post025,2,0,"Es anpadh koi bata dy k Gilgit Baltistan ma woh land Jo government ny kisi sy purchase ki Hy us k elawa aik inch b government ki nahi Hy, rawaajn b awam malik hain or qanooni toor py b, Jo zameen edarou ny hathiya lia Hy allotment k nam py woh land gra… See more",53fe006c353dc62c66da3f34fd4403e993317f45,2,1y,1/24/2026 6:15,
Unknown,pt_post025,3,0,اس قسم کی باتیں حاجی صاحب کی فہم سے بالا ہیں اور اسی بناء پر ان کو یہ درجہ ملا ہے ۔,1f088fb8bfdc335da0504a543213dcc58670b342,2,1y,1/24/2026 6:15,
Unknown,pt_post025,3,1,barabar wala banda bhi zehni kash makash me hai k ooper walon ko kaisay dilana hai,6031d6b2f7cd2295291326ff035ec896c592ed14,0,1y,1/24/2026 6:15,1f088fb8bfdc335da0504a543213dcc58670b342
Unknown,pt_post025,3,2,نون لیگ حفیظ گروپ کو ایک الیکٹایبل بندہ چاہیے اس لیے ن کو ہر جگہ آگے کرنے کی کوشش کررہے ہیں جبکہ عتیقہ گروپ اپنا بندہ لانے کی کوشش کریگا ۔,1f088fb8bfdc335da0504a543213dcc58670b342,0,1y,1/24/2026 6:15,6031d6b2f7cd2295291326ff035ec896c592ed14
Unknown,pt_post025,3,3,isi me hamari barbadi hai kako,6031d6b2f7cd2295291326ff035ec896c592ed14,0,1y,1/24/2026 6:15,1f088fb8bfdc335da0504a543213dcc58670b342
Unknown,pt_post025,3,4,"Jirga system was the best system, ye adalataen, ye police, ye choriyan. Watan ko barbad kar diya",6031d6b2f7cd2295291326ff035ec896c592ed14,0,1y,1/24/2026 6:15,
Unknown,pt_post025,4,0,یہ ایجنسیوں کی حکومت اور لنگڑا لولا پریفیکچور اسمبلی اور وہ بھی دریللک کو کیا پتہ جبکہ انھیں کی نئی زمینیں اور نہیں انھیں کی دنیا,652a4abc7d3ae680b7925b244effaf3fb5d3eb3c,0,1y,1/24/2026 6:15,
Unknown,pt_post025,5,0,Sirf Saholat kaar...,1f66f2d403e697234912f76f12214498c3adbab5,0,1y,1/24/2026 6:15,
Unknown,pt_post025,6,0,Projects ka name pa . Or be paat nekala gah. Pechli kahee salun sa hunza ma light nhi . . . . Sara lollipop wali baata hai bs..or Kuch nhi hai . Is bar in pa Allah raham Kara ...,35aba5787d1b2efed210907734042d923ddee29c,0,1y,1/24/2026 6:15,
Unknown,pt_post025,7,0,Pechaa wa hukumatai Kono watii zamin,cdbd58637f12dc6be7bc0eaf93840dc500287452,0,1y,1/24/2026 6:15,
Unknown,pt_post025,8,0,Namuna sost b aya,6ea679fd7e2554fbecfbefffc1ab22ef055fc0f4,0,1y,1/24/2026 6:15,
Unknown,pt_post025,9,0,سارے خاکی کمپنی کے جوتے پالش اور وفادار ہیں ان سے دور رہو تو عوام کا بہتر ہوگا,2d6a430b965ae8a7526fb2edfa4e5fe6d446202e,0,1y,1/24/2026 6:15,
Unknown,pt_post025,10,0,Hamari badqismati langoor aur angoor hamarey leader hai aur educated insey parchi banwatey hai rozgar k liye,c1b6cd2d288ed28524c4f866a1697cdc639e561f,0,1y,1/24/2026 6:15,
Unknown,pt_post025,11,0,گلگت بلتستان کو یہ دن دیکھنے تھے۔ بستر سے کسی بھی ایرے غیرے کو اٹھا کر جی بی کا وزیر اعلی بنا دیا۔ اگر پنجاب والے معاملات مزید کئے گئے تو کسی بھی طرح کے نتیجے کی امید بھی رکھی جائے,c5c93ecdecd0962fdf8ec6acb5ac8182a49422ca,0,1y,1/24/2026 6:15,
Unknown,pt_post025,12,0,#hunzamatters,e5faaa1006082653f6ac499b8f7e1180b26f1af8,0,1y,1/24/2026 6:15,
Unknown,pt_post027,1,0,Wo pouchna ye tha ki South African player junior dala Champions trophy mai select hua hai ya nahi?,918b20bd66ff2696db2def0714b8da620bd8fe91,3,48w,1/24/2026 6:21,
Unknown,pt_post027,2,0,Fb waly wo dislike wala button kab mutaariff krwa rahy hain,3efae857b1e1c99a323d93746b7d572c75e57d72,3,48w,1/24/2026 6:21,
Unknown,pt_post027,3,0,Sharam to khud bhi ati hoge apko apny aap pe?,bb51faf41b88552a451f0b0bb3fed70312c97dd0,3,48w,1/24/2026 6:21,
Unknown,pt_post027,4,0,Mouselike face,8e2b1654099ea4eb04241e9325236609ee171e08,0,48w,1/24/2026 6:21,
Unknown,pt_post027,5,0,,796481174f817cc130a1395621364f2edbbe0af2,0,48w,1/24/2026 6:21,
Unknown,pt_post027,6,0,paralyse,aa1439843eab7ef5c944ffd6d91e509f14407451,0,48w,1/24/2026 6:21,
Unknown,pt_post027,7,0,The illiterate CM are forcefully inflict by Pak Army.,1ffe794863d7347b0e9d599b54202843de190bc1,0,48w,1/24/2026 6:21,
Unknown,pt_post027,8,0,Shame u,d0b5f18725d328e14df0c4d56eeea1c67fa73c2b,0,48w,1/24/2026 6:21,
Unknown,pt_post027,9,0,Mr.Bean,a7132c141d7740d77b1224a611d73187c2b57164,0,48w,1/24/2026 6:21,
Unknown,pt_post027,10,0,This guy is worst thug in GB,3c0f797053879600bda3bf668dcdbd52e83de0ed,0,48w,1/24/2026 6:21,
Unknown,pt_post027,11,0,اس کی زبان اور ہونٹ چاٹنے کے لئے بنے ہیں، اوپر سے الٹر بھی کریا ہے... تھو,f83a630f82b9f68499fa3dc77102fa8d63ff33fc,0,48w,1/24/2026 6:21,
Unknown,pt_post027,12,0,selected or elected me farq ha sab log jante han lekin gb se elect hoke banda wo gb ka nahi rehta ha wo wafaq ka mulazim zaroor hota ha ye log jo padate ha wo gb waloon ko batate han,c84655b067660b451eeabaa67a65cfe75863ade8,0,48w,1/24/2026 6:21,
Unknown,pt_post027,13,0,Yai kider sai election jeet kai awami numayeenda bana haii,27dc4e65d0d1822c78ab20d9d8bb22eab7e3784e,0,48w,1/24/2026 6:21,
Unknown,pt_post027,14,0,Boot,478e473b60f88218a20dc85ab089f69673a1eaa4,0,48w,1/24/2026 6:21,
Unknown,pt_post027,15,0,لینڈ ریفام پر موجودہ کٹ پتلی حکومت کا بار بار ذکر کرنے سے بخوبی اندازہ ہوتا ہے کہ کسی نے سوچ سمجھ کر بندر کے ہاتھ میں ماچس دیا ہے اب یا تو بندر خود کو اگ لگاے گی یا توگلشن کو جلا کر راکھ کرے گی,5a755cfbea6c08046f2b972aafa6b8e64ada5ed8,0,48w,1/24/2026 6:21,
Unknown,pt_post027,16,0,Is ko na sunye ya koi awami numaindan Thoda han ?,3db7d4b7ac16e62821e1638536d57bd123b35d02,0,48w,1/24/2026 6:21,
Unknown,pt_post027,17,0,Ya beman shah jiss channel pay bhe ayia tu sub unfollow kara Taki is ka ya bakwas sunay ko ni milay,ed92dbc45c6b0d4d4b752356cdbf1f7327704102,0,48w,1/24/2026 6:21,
Unknown,pt_post027,18,0,ایسے چن چن کر دیش دروھیوں کو وزیر بنا دیا جاتا ہے پیسوں کے لالچ میں گھر وطن مذہب سب کچھ بیچ کر عزت بیچ کر پیسہ بنانے والے زرا بھی شرم و حیاء نہیں میڈیا پر پالشیے نہ ووٹ سے خامخواہ کے نام نہاد وزرہ,1ffe794863d7347b0e9d599b54202843de190bc1,0,48w,1/24/2026 6:21,
Unknown,pt_post027,19,0,Company ka sab se bada chamcha beiman shah,78e2a3afb679918bd15114a3f64f707cfcbe4ed0,0,48w,1/24/2026 6:21,
Unknown,pt_post027,20,0,Hm m afsoos hay ki ya pagal hunza sa hay....,c918e535f4be3a700361e4b7195eca4b92da4366,0,48w,1/24/2026 6:21,
Unknown,pt_post027,21,0,ریڈیو کا دور گزر گیا,60a87040f543bdb3583af6fc3e610850a42087d5,0,48w,1/24/2026 6:21,
Unknown,pt_post027,22,0,Jis k leya kam kia unsa award be lalo,2037f9c6887da03662b74f41c883ea054afd9e31,0,48w,1/24/2026 6:21,
Unknown,pt_post027,23,0,اصلی ٹاوٹ,d4646eacb5ee4347a1e3548ac7c707d867f0cacc,0,48w,1/24/2026 6:21,
Unknown,pt_post027,24,0,Ye mergi hogya ha esko Ghar bahja jaye ziada jhoot bhol bhol kr Esky gardan out of control hogye ha,9d0d8acac088d5eaebe3c68990f428ed559acb8c,0,48w,1/24/2026 6:21,
Unknown,pt_post027,25,0,,4fd11b374da9bde57abeddf859e77d2034209e71,0,48w,1/24/2026 6:21,
Unknown,pt_post027,26,0,مشتری ہوشیار باش,d1ef8a1c54a9016b4d73d2a509b55408fdb3eb2d,0,48w,1/24/2026 6:21,
Unknown,pt_post027,27,0,گلگت کا شہباز شریف۔,5639c5b200ac3888ae9d576766ce6876bbb0eb41,0,48w,1/24/2026 6:21,
Unknown,pt_post027,28,0,Muje koi shazish lag Raha hi land refm me Allah Khar kare,a7151c98bc952647b8df3c33742aa4e3291a849b,0,48w,1/24/2026 6:21,
Unknown,pt_post027,29,0,Askari numayinda,6987ab721c92a61ce670aa0f7649790af171f352,2,48w,1/24/2026 6:21,
Unknown,pt_post027,30,0,Last hope of GB,3f4b16728da17c528e8a9e835472afa5903255b5,0,48w,1/24/2026 6:21,
Unknown,pt_post027,31,0,Ilyas Karim czzn bara na next Dec kha load shading 8 ganta maime sabie geelt lo...mark eti khena words n,f7e118e9a689368875ef06384df7279362055095,0,48w,1/24/2026 6:21,
Unknown,pt_post027,32,0,"""حقوق دو، ڈیم بناؤ"" واپڈا گردی نا منظور ، واپڈا گردی نا منظور ۔ ""حقوق دو، ڈیم بناؤ""… See more",2ed3fcfcb9780f4e68fdf334a1f2df3f1ca88c51,0,48w,1/24/2026 6:21,
Unknown,pt_post027,33,0,آپ بھی گلگت بلستان کی عوام کی نمائیندگئ کرتے ہیں کیا کونسے دروازے سے آئیں ہیں آپ؟؟ آپ تو خواتین والی اسپشل سٹیوں کے بھی مستحق بھی نہیں ؟؟,a42f02c91ed653b8eeecebb9ccd996df66618f04,0,48w,1/24/2026 6:21,
Unknown,pt_post027,34,0,Konsa kaam polishyeee 22 ganty ki loadshading hai,2031a948b80d2312d6bdbe2e1a81c1fda818ceda,0,48w,1/24/2026 6:21,
Unknown,pt_post027,35,0,Assistant to CM aisa hai socho CM khud kitna UNEDUCATED hoga ..,98ffc68908b9772a428a407ff868d8fbe970952c,0,48w,1/24/2026 6:21,
Unknown,pt_post027,36,0,Or jo elect ho k aye hy jinko awam nay apna haq deya tha or abhi jo awam py tum jaisay musalat hy tmhri awqat kia hy jo bashan dey rahy ho,4f87691dc3a6a68ac4885f00ff4b7dfeb0f7f95f,0,48w,1/24/2026 6:21,
Unknown,pt_post030,1,0,Kako bus thy Sahulatkari Abi Bat karein Gilgit baltistan Kay Tamam Masil kay Zemdar PPP PMLN hein abi to Logu pay Raham karein,2de281c148153cda1ff176904f92f0df207571eb,6,1y,1/24/2026 6:27,
Unknown,pt_post030,1,1,great Kako,1fec138593ad4a52ad9834c39a9ab1cc27008fa6,0,52w,1/24/2026 6:27,2de281c148153cda1ff176904f92f0df207571eb
Unknown,pt_post030,2,0,گنگچھے أمنہ انصاری کا پیپلز پارثی میں جانے سے PTI پر زرہ برابر فرق نہیں پڑے گا۔ہمارا ووٹ نظرے کا ہے ۔ عوامی طاقت سے لوٹوں کا سفایا کریں۔,a083af8a44be44e399afc999022cfa276eee142f,5,1y,1/24/2026 6:27,
Unknown,pt_post030,3,0,Again same narrative ly kr agaye election ky lea.... Land reforms...,79b810d8398629972695fcd5d1f4868bd528b802,0,52w,1/24/2026 6:27,
Unknown,pt_post030,3,1,fazool log,158ac2ecb4d7de791179fac60bbf3039052715e7,0,52w,1/24/2026 6:27,79b810d8398629972695fcd5d1f4868bd528b802
Unknown,pt_post030,4,0,All disposed and discarded politicians are desperately trying to make a comeback in miserable fashion! Fida Nashad will be unhappy again in PP and he will join BJP before next elections.,1f088fb8bfdc335da0504a543213dcc58670b342,0,1y,1/24/2026 6:27,
Unknown,pt_post030,5,0,منافق لوگ ،,72b67de3f8312e566c5d451715657d5856238f4d,2,1y,1/24/2026 6:27,
Unknown,pt_post030,6,0,لگتا ہے دفعہ نمبر فارم 47 گلگت بلتستان میں لگائے جانے کا امکان ہے چن چن کر ریجیکٹیٹ زور زبردستی شامل کر رہے ہیں,f59f9303b1276928ec90f64c260f2727f18be533,3,1y,1/24/2026 6:27,
Unknown,pt_post030,7,0,یہ لوگ وہ سڑکوں پہ چلنے والے کتے کی طرح جس دکان کے سامنے ان کو اڑیاں ملے یہ وہاں اپنا گھر بساتے ہیں یہ لوگ گلگت بلتستان کو آئینی تحفظ د** سکتے ہیں اور نہ ہی گلگت بلتستان کی ترقی میں ان کا کوئی رول ہوتا ہے یہ کرپشن اور مال بنانے کے لیے اسمبلی میں اتے ہی… See more,ca5d82d018f354602aa93106f6306b03fbc2a584,0,52w,1/24/2026 6:27,
Unknown,pt_post030,8,0,متنازع گلگت بلتستان پر نوآبادیاتی نظام مسلط کرنے اور اس کو برقرار رکھنے میں سہولتکاری کرنے والا پاکستان پیپلز پارٹی کے کردار کو بنیادی انسانی حقوق اور سہولیات سے محروم گلگت بلتستان کے عوام کبھی نہیں بھولے گی۔ متنازع گلگت بلتستان کے بیمار گورنر سالانہ … See more,42cd288acff3ef4161fb1122333f50f17122ce0d,3,1y,1/24/2026 6:27,
Unknown,pt_post030,8,1,جس قوم کے لیڈر اپنی نوکری اور غیروں کی سہولت کای کے لیے پارٹیاں بدلتے ہیں وہ خاک عوام کی ترجمانی کرینگے اور بیوقوف عوام کو بھی آج ان سے سوال کرنا چاھیے کہ پہلے کون سے تیر مارے ہیں جو ابھی پارٹیا بدک کر مارینگے,f00faa413c16f62a755b2ec6f7dbf83dcbc85b16,0,1y,1/24/2026 6:27,42cd288acff3ef4161fb1122333f50f17122ce0d
Unknown,pt_post030,9,0,Jeeeyo biloo raniii,4d164b25b22355cc61eef348bdfe607f9c2779e0,4,1y,1/24/2026 6:27,
Unknown,pt_post030,10,0,Pakistan fuzul party,4089b0ab0849c22b673e7ad66c1bb856e23bc4fb,3,52w,1/24/2026 6:27,
Unknown,pt_post030,11,0,سیاست عبادت نہیں لوٹا کریسی ہے ۔ جہاں کچھ ملتا ہے جانوروں کی طرح جاتے ہیں ۔ انکا کوئی دین وایمان نہیں خصوصاً سیاست دانوں کا۔,ff044c5f013f01a2e7e69b477ba85270a2d96399,0,1y,1/24/2026 6:27,
Unknown,pt_post030,12,0,موسمی پرندے دانے کی تلاش میں ہر وقت دائیں بائیں پھرتے رہتے ہیں ۔,166ed83a78a051c7c8647dbd593a0617372541f2,0,52w,1/24/2026 6:27,
Unknown,pt_post030,13,0,Jeyalo ko naya lota mubarak ho,f65681c789671d5ffe82e2f05aac6f405472aba2,0,1y,1/24/2026 6:27,
Unknown,pt_post030,14,0,"Sindh Province and other provinces in Pakistan need rapid land reform. If the Pakistani government does not scale up the land owned by Sharifs, DHA thugs, Bhutto, and other Riaz, Pakistan will be in a dangerous situation.",46c944be5dbcd77cf6415277ffb9f2f778fb5f88,0,51w,1/24/2026 6:27,
Unknown,pt_post030,15,0,All in one lota,f595023628993bf99489f426f2d3b8b3a833b93f,0,1y,1/24/2026 6:27,
Unknown,pt_post030,16,0,This is how we became disabled for our future generations past 76 years playing as toys of GBains sadly…,e28a80be419ef3355e6ea9161b5431612f694a35,0,1y,1/24/2026 6:27,
Unknown,pt_post030,17,0,پی پی پی میں امجد کا کھل عنقریب ختم ہونے والا ہے,99b288bb7ee32c9fa0896876d6e1e2b3b21ae918,0,1y,1/24/2026 6:27,
Unknown,pt_post030,18,0,2lac do nuakri lo,a56d801f37546cab384e463ebe78d346493d6f79,0,1y,1/24/2026 6:27,
Unknown,pt_post030,18,1,inshallah apna party ha,629880ec1e7f397d5066064558c647923d86de72,0,1y,1/24/2026 6:27,a56d801f37546cab384e463ebe78d346493d6f79
Unknown,pt_post030,19,0,People of mafia Ali Baba 40 Chor gather,5aa1ea1245a61c4eecfb80ecfe389a2c3b63b13b,0,52w,1/24/2026 6:27,
Unknown,pt_post030,20,0,منافقوں کا بارہ سنگہ,2ef15e1809d78b28c439aebafd78b7f2a4758dc1,0,52w,1/24/2026 6:27,
Unknown,pt_post030,21,0,یہ جس حلقے سے ووٹ لینے آئینگے انکو لازمی جوتے مارا کریں یہ اپنے ضمیر کا سودا کرنے والے طوائفوں کی طرح آپنے فائدہ کا سوچتے ہیں عوام کے لئے نہیں۔۔,e11d4ec813b03a433460412072e432b7e3557a51,0,52w,1/24/2026 6:27,
Unknown,pt_post030,22,0,کلھم لوٹا,ff0240b7bc3e055ab95a2f980a9599a427eeee51,0,52w,1/24/2026 6:27,
Unknown,pt_post030,23,0,Zabardast Amjad Sahib,eba79b9eb4fd707a7a73da589543619a3b25c91a,0,52w,1/24/2026 6:27,
Unknown,pt_post030,24,0,Mausami parinde FIR uthana shuru ho gaya,c0a974ee84123ed1fad5fb714a79b34d096a10a1,0,1y,1/24/2026 6:27,
Unknown,pt_post030,25,0,Ap tom logung KO election pasta change,078e49777adc9a6767d3f65d82787c075ff914fa,0,1y,1/24/2026 6:27,
Unknown,pt_post030,26,0,پی پی پی کو سارے لوٹے جمع کرنے پہ مبارک باد پیش کرتے ہے,17c7d5fa9a257dedcf0007b21c5885115b5c84e6,0,1y,1/24/2026 6:27,
