page_name,post_id,comment_no,reply_no,comment_text,username_anonymised,post_date,collection_date,replied_to_username
Pamir Times,pt_post025,5,0,sirf saholat kaar,1f66f2d403e697234912f76f12214498c3adbab5,1y,1/24/2026 6:15,
Pamir Times,pt_post025,6,0,projects ka name pa or be paat nekala gah pechli kahee salun sa hunza ma light nhi sara lollipop wali baata hai bsor kuch nhi hai is bar in pa allah raham kara,35aba5787d1b2efed210907734042d923ddee29c,1y,1/24/2026 6:15,
Pamir Times,pt_post025,7,0,pechaa wa hukumatai kono watii zamin,cdbd58637f12dc6be7bc0eaf93840dc500287452,1y,1/24/2026 6:15,
Pamir Times,pt_post025,8,0,namuna sost b aya,6ea679fd7e2554fbecfbefffc1ab22ef055fc0f4,1y,1/24/2026 6:15,
Pamir Times,pt_post025,9,0,سارے خاکی کمپنی کے جوتے پالش اور وفادار ہیں ان سے دور رہو تو عوام کا بہتر ہوگا,2d6a430b965ae8a7526fb2edfa4e5fe6d446202e,1y,1/24/2026 6:15,
Pamir Times,pt_post025,10,0,hamari badqismati langoor aur angoor hamarey leader hai aur educated insey parchi banwatey hai rozgar k liye,c1b6cd2d288ed28524c4f866a1697cdc639e561f,1y,1/24/2026 6:15,
Pamir Times,pt_post025,11,0,گلگت بلتستان کو یہ دن دیکھنے تھے بستر سے کسی بھی ایرے غیرے کو اٹھا کر جی بی کا وزیر اعلی بنا دیا اگر پنجاب والے معاملات مزید کئے گئے تو کسی بھی طرح کے نتیجے کی امید بھی رکھی جائے,c5c93ecdecd0962fdf8ec6acb5ac8182a49422ca,1y,1/24/2026 6:15,
Pamir Times,pt_post025,12,0,hunzamatters,e5faaa1006082653f6ac499b8f7e1180b26f1af8,1y,1/24/2026 6:15,
Pamir Times,pt_post027,1,0,wo pouchna ye tha ki south african player junior dala champions trophy mai select hua hai ya nahi,918b20bd66ff2696db2def0714b8da620bd8fe91,48w,1/24/2026 6:21,
Pamir Times,pt_post027,2,0,fb waly wo dislike wala button kab mutaariff krwa rahy hain,3efae857b1e1c99a323d93746b7d572c75e57d72,48w,1/24/2026 6:21,
Pamir Times,pt_post027,3,0,sharam to khud bhi ati hoge apko apny aap pe,bb51faf41b88552a451f0b0bb3fed70312c97dd0,48w,1/24/2026 6:21,
Pamir Times,pt_post027,4,0,mouselike face,8e2b1654099ea4eb04241e9325236609ee171e08,48w,1/24/2026 6:21,
Pamir Times,pt_post027,6,0,paralyse,aa1439843eab7ef5c944ffd6d91e509f14407451,48w,1/24/2026 6:21,
Pamir Times,pt_post027,7,0,the illiterate cm are forcefully inflict by pak army,1ffe794863d7347b0e9d599b54202843de190bc1,48w,1/24/2026 6:21,
Pamir Times,pt_post027,8,0,shame u,d0b5f18725d328e14df0c4d56eeea1c67fa73c2b,48w,1/24/2026 6:21,
Pamir Times,pt_post027,9,0,mrbean,a7132c141d7740d77b1224a611d73187c2b57164,48w,1/24/2026 6:21,
Pamir Times,pt_post027,10,0,this guy is worst thug in gb,3c0f797053879600bda3bf668dcdbd52e83de0ed,48w,1/24/2026 6:21,
Pamir Times,pt_post027,11,0,اس کی زبان اور ہونٹ چاٹنے کے لئے بنے ہیں اوپر سے الٹر بھی کریا ہے تھو,f83a630f82b9f68499fa3dc77102fa8d63ff33fc,48w,1/24/2026 6:21,
Pamir Times,pt_post027,12,0,selected or elected me farq ha sab log jante han lekin gb se elect hoke banda wo gb ka nahi rehta ha wo wafaq ka mulazim zaroor hota ha ye log jo padate ha wo gb waloon ko batate han,c84655b067660b451eeabaa67a65cfe75863ade8,48w,1/24/2026 6:21,
Pamir Times,pt_post027,13,0,yai kider sai election jeet kai awami numayeenda bana haii,27dc4e65d0d1822c78ab20d9d8bb22eab7e3784e,48w,1/24/2026 6:21,
Pamir Times,pt_post027,14,0,boot,478e473b60f88218a20dc85ab089f69673a1eaa4,48w,1/24/2026 6:21,
Pamir Times,pt_post027,15,0,لینڈ ریفام پر موجودہ کٹ پتلی حکومت کا بار بار ذکر کرنے سے بخوبی اندازہ ہوتا ہے کہ کسی نے سوچ سمجھ کر بندر کے ہاتھ میں ماچس دیا ہے اب یا تو بندر خود کو اگ لگاے گی یا توگلشن کو جلا کر راکھ کرے گی,5a755cfbea6c08046f2b972aafa6b8e64ada5ed8,48w,1/24/2026 6:21,
Pamir Times,pt_post027,16,0,is ko na sunye ya koi awami numaindan thoda han,3db7d4b7ac16e62821e1638536d57bd123b35d02,48w,1/24/2026 6:21,
Pamir Times,pt_post027,17,0,ya beman shah jiss channel pay bhe ayia tu sub unfollow kara taki is ka ya bakwas sunay ko ni milay,ed92dbc45c6b0d4d4b752356cdbf1f7327704102,48w,1/24/2026 6:21,
Pamir Times,pt_post027,18,0,ایسے چن چن کر دیش دروھیوں کو وزیر بنا دیا جاتا ہے پیسوں کے لالچ میں گھر وطن مذہب سب کچھ بیچ کر عزت بیچ کر پیسہ بنانے والے زرا بھی شرم و حیاء نہیں میڈیا پر پالشیے نہ ووٹ سے خامخواہ کے نام نہاد وزرہ,1ffe794863d7347b0e9d599b54202843de190bc1,48w,1/24/2026 6:21,
Pamir Times,pt_post027,19,0,company ka sab se bada chamcha beiman shah,78e2a3afb679918bd15114a3f64f707cfcbe4ed0,48w,1/24/2026 6:21,
Pamir Times,pt_post027,20,0,hm m afsoos hay ki ya pagal hunza sa hay,c918e535f4be3a700361e4b7195eca4b92da4366,48w,1/24/2026 6:21,
Pamir Times,pt_post027,21,0,ریڈیو کا دور گزر گیا,60a87040f543bdb3583af6fc3e610850a42087d5,48w,1/24/2026 6:21,
Pamir Times,pt_post027,22,0,jis k leya kam kia unsa award be lalo,2037f9c6887da03662b74f41c883ea054afd9e31,48w,1/24/2026 6:21,
Pamir Times,pt_post027,23,0,اصلی ٹاوٹ,d4646eacb5ee4347a1e3548ac7c707d867f0cacc,48w,1/24/2026 6:21,
Pamir Times,pt_post027,24,0,ye mergi hogya ha esko ghar bahja jaye ziada jhoot bhol bhol kr esky gardan out of control hogye ha,9d0d8acac088d5eaebe3c68990f428ed559acb8c,48w,1/24/2026 6:21,
Pamir Times,pt_post027,26,0,مشتری ہوشیار باش,d1ef8a1c54a9016b4d73d2a509b55408fdb3eb2d,48w,1/24/2026 6:21,
Pamir Times,pt_post027,27,0,گلگت کا شہباز شریف,5639c5b200ac3888ae9d576766ce6876bbb0eb41,48w,1/24/2026 6:21,
Pamir Times,pt_post027,28,0,muje koi shazish lag raha hi land refm me allah khar kare,a7151c98bc952647b8df3c33742aa4e3291a849b,48w,1/24/2026 6:21,
Pamir Times,pt_post027,29,0,askari numayinda,6987ab721c92a61ce670aa0f7649790af171f352,48w,1/24/2026 6:21,
Pamir Times,pt_post027,30,0,last hope of gb,3f4b16728da17c528e8a9e835472afa5903255b5,48w,1/24/2026 6:21,
Pamir Times,pt_post027,31,0,ilyas karim czzn bara na next dec kha load shading ganta maime sabie geelt lomark eti khena words n,f7e118e9a689368875ef06384df7279362055095,48w,1/24/2026 6:21,
Pamir Times,pt_post027,32,0,حقوق دو ڈیم بناؤ واپڈا گردی نا منظور واپڈا گردی نا منظور حقوق دو ڈیم بناؤ .,2ed3fcfcb9780f4e68fdf334a1f2df3f1ca88c51,48w,1/24/2026 6:21,
Pamir Times,pt_post027,33,0,آپ بھی گلگت بلستان کی عوام کی نمائیندگئ کرتے ہیں کیا کونسے دروازے سے آئیں ہیں آپ آپ تو خواتین والی اسپشل سٹیوں کے بھی مستحق بھی نہیں,a42f02c91ed653b8eeecebb9ccd996df66618f04,48w,1/24/2026 6:21,
Pamir Times,pt_post027,34,0,konsa kaam polishyeee ganty ki loadshading hai,2031a948b80d2312d6bdbe2e1a81c1fda818ceda,48w,1/24/2026 6:21,
Pamir Times,pt_post027,35,0,assistant to cm aisa hai socho cm khud kitna uneducated hoga,98ffc68908b9772a428a407ff868d8fbe970952c,48w,1/24/2026 6:21,
Pamir Times,pt_post027,36,0,or jo elect ho k aye hy jinko awam nay apna haq deya tha or abhi jo awam py tum jaisay musalat hy tmhri awqat kia hy jo bashan dey rahy ho,4f87691dc3a6a68ac4885f00ff4b7dfeb0f7f95f,48w,1/24/2026 6:21,
Pamir Times,pt_post030,1,0,kako bus thy sahulatkari abi bat karein gilgit baltistan kay tamam masil kay zemdar ppp pmln hein abi to logu pay raham karein,2de281c148153cda1ff176904f92f0df207571eb,1y,1/24/2026 6:27,
Pamir Times,pt_post030,1,1,great kako,1fec138593ad4a52ad9834c39a9ab1cc27008fa6,52w,1/24/2026 6:27,2de281c148153cda1ff176904f92f0df207571eb
Pamir Times,pt_post030,2,0,گنگچھے أمنہ انصاری کا پیپلز پارثی میں جانے سے pti پر زرہ برابر فرق نہیں پڑے گاہمارا ووٹ نظرے کا ہے عوامی طاقت سے لوٹوں کا سفایا کریں,a083af8a44be44e399afc999022cfa276eee142f,1y,1/24/2026 6:27,
Pamir Times,pt_post030,3,0,again same narrative ly kr agaye election ky lea land reforms,79b810d8398629972695fcd5d1f4868bd528b802,52w,1/24/2026 6:27,
Pamir Times,pt_post030,3,1,fazool log,158ac2ecb4d7de791179fac60bbf3039052715e7,52w,1/24/2026 6:27,79b810d8398629972695fcd5d1f4868bd528b802
Pamir Times,pt_post030,4,0,all disposed and discarded politicians are desperately trying to make a comeback in miserable fashion fida nashad will be unhappy again in pp and he will join bjp before next elections,1f088fb8bfdc335da0504a543213dcc58670b342,1y,1/24/2026 6:27,
Pamir Times,pt_post030,5,0,منافق لوگ,72b67de3f8312e566c5d451715657d5856238f4d,1y,1/24/2026 6:27,
Pamir Times,pt_post030,6,0,لگتا ہے دفعہ نمبر فارم گلگت بلتستان میں لگائے جانے کا امکان ہے چن چن کر ریجیکٹیٹ زور زبردستی شامل کر رہے ہیں,f59f9303b1276928ec90f64c260f2727f18be533,1y,1/24/2026 6:27,
Pamir Times,pt_post030,7,0,یہ لوگ وہ سڑکوں پہ چلنے والے کتے کی طرح جس دکان کے سامنے ان کو اڑیاں ملے یہ وہاں اپنا گھر بساتے ہیں یہ لوگ گلگت بلتستان کو آئینی تحفظ د سکتے ہیں اور نہ ہی گلگت بلتستان کی ترقی میں ان کا کوئی رول ہوتا ہے یہ کرپشن اور مال بنانے کے لیے اسمبلی میں اتے ہی .,ca5d82d018f354602aa93106f6306b03fbc2a584,52w,1/24/2026 6:27,
Pamir Times,pt_post030,8,0,متنازع گلگت بلتستان پر نوآبادیاتی نظام مسلط کرنے اور اس کو برقرار رکھنے میں سہولتکاری کرنے والا پاکستان پیپلز پارٹی کے کردار کو بنیادی انسانی حقوق اور سہولیات سے محروم گلگت بلتستان کے عوام کبھی نہیں بھولے گی متنازع گلگت بلتستان کے بیمار گورنر سالانہ .,42cd288acff3ef4161fb1122333f50f17122ce0d,1y,1/24/2026 6:27,
Pamir Times,pt_post030,8,1,جس قوم کے لیڈر اپنی نوکری اور غیروں کی سہولت کای کے لیے پارٹیاں بدلتے ہیں وہ خاک عوام کی ترجمانی کرینگے اور بیوقوف عوام کو بھی آج ان سے سوال کرنا چاھیے کہ پہلے کون سے تیر مارے ہیں جو ابھی پارٹیا بدک کر مارینگے,f00faa413c16f62a755b2ec6f7dbf83dcbc85b16,1y,1/24/2026 6:27,42cd288acff3ef4161fb1122333f50f17122ce0d
Pamir Times,pt_post030,9,0,jeeeyo biloo raniii,4d164b25b22355cc61eef348bdfe607f9c2779e0,1y,1/24/2026 6:27,
Pamir Times,pt_post030,10,0,pakistan fuzul party,4089b0ab0849c22b673e7ad66c1bb856e23bc4fb,52w,1/24/2026 6:27,
Pamir Times,pt_post030,11,0,سیاست عبادت نہیں لوٹا کریسی ہے جہاں کچھ ملتا ہے جانوروں کی طرح جاتے ہیں انکا کوئی دین وایمان نہیں خصوصاً سیاست دانوں کا,ff044c5f013f01a2e7e69b477ba85270a2d96399,1y,1/24/2026 6:27,
Pamir Times,pt_post030,12,0,موسمی پرندے دانے کی تلاش میں ہر وقت دائیں بائیں پھرتے رہتے ہیں,166ed83a78a051c7c8647dbd593a0617372541f2,52w,1/24/2026 6:27,
Pamir Times,pt_post030,13,0,jeyalo ko naya lota mubarak ho,f65681c789671d5ffe82e2f05aac6f405472aba2,1y,1/24/2026 6:27,
Pamir Times,pt_post030,14,0,sindh province and other provinces in pakistan need rapid land reform if the pakistani government does not scale up the land owned by sharifs dha thugs bhutto and other riaz pakistan will be in a dangerous situation,46c944be5dbcd77cf6415277ffb9f2f778fb5f88,51w,1/24/2026 6:27,
Pamir Times,pt_post030,15,0,all in one lota,f595023628993bf99489f426f2d3b8b3a833b93f,1y,1/24/2026 6:27,
Pamir Times,pt_post030,16,0,this is how we became disabled for our future generations past years playing as toys of gbains sadly,e28a80be419ef3355e6ea9161b5431612f694a35,1y,1/24/2026 6:27,
Pamir Times,pt_post030,17,0,پی پی پی میں امجد کا کھل عنقریب ختم ہونے والا ہے,99b288bb7ee32c9fa0896876d6e1e2b3b21ae918,1y,1/24/2026 6:27,
Pamir Times,pt_post030,18,0,lac do nuakri lo,a56d801f37546cab384e463ebe78d346493d6f79,1y,1/24/2026 6:27,
Pamir Times,pt_post030,18,1,inshallah apna party ha,629880ec1e7f397d5066064558c647923d86de72,1y,1/24/2026 6:27,a56d801f37546cab384e463ebe78d346493d6f79
Pamir Times,pt_post030,19,0,people of mafia ali baba chor gather,5aa1ea1245a61c4eecfb80ecfe389a2c3b63b13b,52w,1/24/2026 6:27,
Pamir Times,pt_post030,20,0,منافقوں کا بارہ سنگہ,2ef15e1809d78b28c439aebafd78b7f2a4758dc1,52w,1/24/2026 6:27,
Pamir Times,pt_post030,21,0,یہ جس حلقے سے ووٹ لینے آئینگے انکو لازمی جوتے مارا کریں یہ اپنے ضمیر کا سودا کرنے والے طوائفوں کی طرح آپنے فائدہ کا سوچتے ہیں عوام کے لئے نہیں,e11d4ec813b03a433460412072e432b7e3557a51,52w,1/24/2026 6:27,
Pamir Times,pt_post030,22,0,کلھم لوٹا,ff0240b7bc3e055ab95a2f980a9599a427eeee51,52w,1/24/2026 6:27,
Pamir Times,pt_post030,23,0,zabardast amjad sahib,eba79b9eb4fd707a7a73da589543619a3b25c91a,52w,1/24/2026 6:27,
Pamir Times,pt_post030,24,0,mausami parinde fir uthana shuru ho gaya,c0a974ee84123ed1fad5fb714a79b34d096a10a1,1y,1/24/2026 6:27,
Pamir Times,pt_post030,25,0,ap tom logung ko election pasta change,078e49777adc9a6767d3f65d82787c075ff914fa,1y,1/24/2026 6:27,
Pamir Times,pt_post030,26,0,پی پی پی کو سارے لوٹے جمع کرنے پہ مبارک باد پیش کرتے ہے,17c7d5fa9a257dedcf0007b21c5885115b5c84e6,1y,1/24/2026 6:27,
Pamir Times,pt_post030,27,0,lotoun ko awaam jan chuki hai,4fc267015de5dd501b6d436f2034370366c489cb,1y,1/24/2026 6:27,
Pamir Times,pt_post030,28,0,کتنے ویلے لوگ ہیں ویسے,99b288bb7ee32c9fa0896876d6e1e2b3b21ae918,1y,1/24/2026 6:27,
Pamir Times,pt_post030,29,0,اب کی بار پی پی کی جھولی پھیلانے کی ادا پاکستان حکومت کو پسند آئی,cea678bb9c9cafa31039577673266941e497503b,1y,1/24/2026 6:27,
Pamir Times,pt_post030,30,0,sb sy bada lota tmhara leader ha jo assembly ma beth k tankha b leta usko nmber b khta aur awam k faidy k lia kuch nhi krta,5cdb266c4ffb6893a1404877ece55d5b52b50c94,1y,1/24/2026 6:27,
Pamir Times,pt_post030,31,0,یہ سارے چلیدہ کارتوس ہیں,b554a66a2336e742fbd01f502aaea0a7ab7dd6d6,1y,1/24/2026 6:27,
Pamir Times,pt_post030,32,0,ok ok awam khush hai ap logon say q k nai electricity hai or na ye water gilgit ma ap logon islamabad ma hai winter vacation pay,42bd850b1d27023c6fabf3951392e311a0bf2879,1y,1/24/2026 6:27,
Pamir Times,pt_post030,33,0,ye bill bill bill or siyasat siyasat assembly may bill kabi b pass nahi hoga,7bb5afd2de4ec4a1328332e7f1fe0c562a0176b9,1y,1/24/2026 6:27,
Pamir Times,pt_post030,34,0,who the hell billo is,bc4d26ff87f7fdf811379f9d71ab811a49d3b52b,1y,1/24/2026 6:27,
Pamir Times,pt_post030,34,1,محمد انور hahahahha bs thay,32744f8de5318ad30a0417817415e00e82a51f35,1y,1/24/2026 6:27,
Pamir Times,pt_post030,35,0,الیکشن منجن,232f4879d98caf30c0b2eca22cca7d059dd2d33b,1y,1/24/2026 6:27,
Pamir Times,pt_post030,36,0,گندے گندے انڈے ایک ہی ٹوکری میں,50261ba3608d0e9b6fdd4617180c15ebcf901e0c,1y,1/24/2026 6:27,
Pamir Times,pt_post030,37,0,پاکستان پیپلز پارٹی سے نظریاتی اختلاف اپنی جگہ لیکن ایڈوکیٹ امجد جسطرح گلگت بلتستان میں پارٹی کو مضبوط کررہا ہے لگتا ہے اگلی حکومت گلگت بلتستان میں پیپلز پارٹی کے انے والی ہے اور امجد ایڈوکیٹ وزیر اعلی گلگت بلتستان ہوں گے قاری تو گیا,28f2678f0fbc612a6e82feaebc38cce0a01cdf8f,1y,1/24/2026 6:27,
Pamir Times,pt_post030,38,0,gb wallo election se mukamal baikat karo taki in wafaq k chamchon se najat pa sakko,e580444951e7bc1b496efc87abfab27dd5291f56,52w,1/24/2026 6:27,
Pamir Times,pt_post030,39,0,کیا خوبصورت اور نورانی چہرے ھیں,65c4894a3ed340c2d86444c1a6614cf538534d0a,1y,1/24/2026 6:27,
Pamir Times,pt_post030,40,0,پیپلز پارٹی کی کمزور حالت دیکھ کر ترس آرہا ہے جنہیں کسی نے قبول نہ کیا پارٹی ساخت بچانے کے لیئے انہیں داخلہ دیا یہ سب ناکام اور آزمائے ہوئے کارتوس ہیں,dc380d3b826c2aa4fce8ee6987d8d935a96e7cf4,1y,1/24/2026 6:27,
Pamir Times,pt_post030,41,0,سخت پنجٹ شاہ,118d13bf73bf6fe877d17c28e2e5d604e88d41a3,1y,1/24/2026 6:27,
Pamir Times,pt_post030,42,0,ان سب پرانے مگرمچھوں سے لوگ بیزار ہی,421af7d44fe8c9fd2c83f45e3b13fc27ece570e1,1y,1/24/2026 6:27,
Pamir Times,pt_post030,43,0,o bilo rani kaho tou abi jan dy du,036475c92c631bd312b7e491d0f594603f9b0e6f,1y,1/24/2026 6:27,
Pamir Times,pt_post030,44,0,لوٹے کے لو لوٹے,5d589ff03dbe58cd9809c003a4820036c65fb720,51w,1/24/2026 6:27,
Pamir Times,pt_post030,45,0,saray lootay ha,1c2a6ff9d99394971dd4a745b2d6911497aa348a,1y,1/24/2026 6:27,
Pamir Times,pt_post030,46,0,گلگت بلتستان کے لوگو پاکستانی پارٹیوں اور اسلامی پارٹیوں نے آج تک دیا کیا ہے اور پاکستان کے ساتھ ہمارا لینا دینا نہیں,4021039fb12f880be4792b4499f699c4eaba5f6b,51w,1/24/2026 6:27,
Pamir Times,pt_post030,47,0,گلگت بلتستان کو بیچنے والے اہم شخصیات یہاں اکھڑے ہوۓ ہیںچند لوگ اور بھی ہےجو یہاں موجود نہیں,13cf057a9e273bf7199f9eb0e1a0afc155f3f4d5,1y,1/24/2026 6:27,
Pamir Times,pt_post030,48,0,ماشاءاللہ صدر صاحب,f1fd689f183afbdc27b9e6070c20e300836e74d1,1y,1/24/2026 6:27,
Pamir Times,pt_post030,49,0,کچرے سارے مل گئے کچرا پارٹی بن گئی ہے اب یہ,acfa449f5adddeca1ba6d885cfb2d5a844a27bb1,1y,1/24/2026 6:27,
Pamir Times,pt_post030,50,0,yahe badkidar orr zamerfarosh log kal election k time akay amm awam say kahen gy ki apna zameer ka soda mat karna vote humay dena bosdiwallay,d67708f8af0eabde2de38c51c9a10739979096bf,1y,1/24/2026 6:27,
Pamir Times,pt_post030,51,0,آ منہ انصاری کو اپنے فیملی کا ووٹ نہ ملے,cd245973be6a12930acaa6ba65d98bff64a0b0ab,52w,1/24/2026 6:27,
Pamir Times,pt_post030,52,0,ٹوٹے ٹوٹے ہو گیا دل لوٹے لوٹے ہوگیا,bab1e4108257dca328510d811af66838e598cacc,1y,1/24/2026 6:27,
Pamir Times,pt_post030,53,0,ahista ahista pti say gandagi saaf ho rha alhamdullilah,6bb2fb4ea82ddb4bbb1e6fc730f3d7a479303704,1y,1/24/2026 6:27,
Pamir Times,pt_post030,53,1,kia saaf horaha hai,6f0efb4effa48235f93d7a33bd1793a5a407437a,1y,1/24/2026 6:27,6bb2fb4ea82ddb4bbb1e6fc730f3d7a479303704
Pamir Times,pt_post030,53,2,gandagi,6bb2fb4ea82ddb4bbb1e6fc730f3d7a479303704,1y,1/24/2026 6:27,6f0efb4effa48235f93d7a33bd1793a5a407437a
Pamir Times,pt_post030,53,3,yes correct,178d960e320993f6e62f837287783194eac0a686,52w,1/24/2026 6:27,6bb2fb4ea82ddb4bbb1e6fc730f3d7a479303704
Pamir Times,pt_post030,54,0,gb ko lootne walu k solatkar,f6a06ceff43af3dda6a519e00985633fd919c47e,1y,1/24/2026 6:27,
Pamir Times,pt_post030,55,0,منافک نمبری,68ab383269479601d5630af7312a86d8307fe794,52w,1/24/2026 6:27,
Pamir Times,pt_post030,56,0,hahahaha kabjbya part gb walu ko terrorist dealer kerti ha tho kabi vote k time atta hi land reform yad atta ha,c9315772dd46f4def320764fafd7af631c278bd4,51w,1/24/2026 6:27,
Pamir Times,pt_post030,57,0,make a regional party in gilgit baltistan to cover up all the area and get due benefits of all sort development according to requirements,63340a54efe8fe8dd0c40554d16355f82da0603d,1y,1/24/2026 6:27,
Pamir Times,pt_post030,58,0,ووٹ تحریک انصاف کو ملنا ہے آپ ppp میں آم لینے جارہے ہو,e764375783a5e7becef5178bbbfadaf29f81df30,52w,1/24/2026 6:27,
Pamir Times,pt_post030,59,0,لوٹوں کی بارات,20fc4a0e646c029c76864de99590627f78fa101d,1y,1/24/2026 6:27,
Pamir Times,pt_post030,60,0,لوٹہ,68ab383269479601d5630af7312a86d8307fe794,52w,1/24/2026 6:27,
Pamir Times,pt_post030,61,0,ایک کچرے کا ڈھیر دوسرے کچرے کے ڈھیر میں شامل کون سی نئی بات ھے,20fc4a0e646c029c76864de99590627f78fa101d,52w,1/24/2026 6:27,
Pamir Times,pt_post030,62,0,لوٹاگان گلگت بلتستان نے سیاسی حجرتیں شروع کردیں,10fcd17766a5fc9003827a094fda207c647a53ac,1y,1/24/2026 6:27,
Pamir Times,pt_post030,63,0,لوٹے,e41c7adfeb9f073f12ea9e38f6773610a8e818a9,1y,1/24/2026 6:27,
Pamir Times,pt_post030,64,0,تمام سینر لوٹوں نے ایک بار دوبارہ پیپل پارٹی میں شمولیت,2b6fa414cbda5472d165a33b9de293dd01945954,1y,1/24/2026 6:27,
Pamir Times,pt_post030,65,0,کہنے کو بہت کچھ ہے لیکن گھر والوں نے بولا ہے کے ہم ضمانت نہیں کروائیں گے,143facf8e4f6dc2b4e0ddf1ef3e270596c3f26c1,1y,1/24/2026 6:27,
Pamir Times,pt_post030,66,0,لوٹے شامل,2161dc9ff5a75ee4cf30e94d283d598d71f4d7ce,1y,1/24/2026 6:27,
Pamir Times,pt_post030,67,0,chalo didar sha b pass,c2b8eafd93674b50f99f9cdb4db869532569ac72,1y,1/24/2026 6:27,
Pamir Times,pt_post030,68,0,sub dalal hay,c918e535f4be3a700361e4b7195eca4b92da4366,1y,1/24/2026 6:27,
Pamir Times,pt_post030,69,0,جج صاحب ذرا غور کیجئے گا یہ اج اپ کے ہیں کل اپ کے نہیں ہیں نہ یہ گلگت بلتستان کے ہیں یہ مفادات کی جنگ لڑنے والے لوگ ہیں,fbb0dd22d4539e5483c1508c13a7951da6248e12,52w,1/24/2026 6:27,
Pamir Times,pt_post030,70,0,پی پی پی سے صرف ووٹ کا ہی نہیں محبت کا بھی رشتہ ہے یہ ایک دو دن کی بات نہیں یہ میری زندگی کا قصہ ہے,5e877d76f75c01b38666471984169612b7b51798,1y,1/24/2026 6:27,
Pamir Times,pt_post030,70,1,جی جی جہاں لوٹے میں زیادہ پانی ملے محبت اور عبادت ہے سیاست دان سب کا جانوروں کی طرح مطلب ہوتا ہے,ff044c5f013f01a2e7e69b477ba85270a2d96399,1y,1/24/2026 6:27,5e877d76f75c01b38666471984169612b7b51798
Pamir Times,pt_post030,71,0,ppp or pmln na pakistan ko barbad kiya aa,1fec138593ad4a52ad9834c39a9ab1cc27008fa6,52w,1/24/2026 6:27,
Pamir Times,pt_post030,72,0,lac d lanet in par or noswar kr k in k moo my thook maro jo parti badel kia hen giroounoo ny,c2b8eafd93674b50f99f9cdb4db869532569ac72,52w,1/24/2026 6:27,
Pamir Times,pt_post030,73,0,جی بی کے مشہور لوٹے,796481174f817cc130a1395621364f2edbbe0af2,1y,1/24/2026 6:27,
Pamir Times,pt_post030,74,0,mujahid hadool juuu keep it up bro,9b775d22c191969ff43c07f07dd40b1c5de1c785,1y,1/24/2026 6:27,
Pamir Times,pt_post030,75,0,saray kotay jama hogya han kharacha kundi party bangye ha,e7e9c5891d13ce14571f32b5daf1e6b9f8f3f3e4,51w,1/24/2026 6:27,
Pamir Times,pt_post030,76,0,ju czn mujahid hadool,0c401d5fb43dc1c9e93ef8233b1cfcdce1a2fab0,1y,1/24/2026 6:27,
Pamir Times,pt_post030,77,0,ha ha ha ha this is new topic new plan people come more poverty because years what the plan you are party thats only for you people,4fd11b374da9bde57abeddf859e77d2034209e71,1y,1/24/2026 6:27,
Pamir Times,pt_post030,78,0,the land of gilgit baltistan doesnt belong to the fathers of bilawal and his assistance amjad to show concern over land reformreal owners of gb are its peoplecurse on these puppets,025ccdfffc0dcefa53fe0a88dec8991283eb4359,1y,1/24/2026 6:27,
Pamir Times,pt_post030,79,0,پنڈی کی پیداوار جو ماں کے دشمن کو بھی دوست بنا سکتے ہیں یہ بے غیرت علاقے کا غیرت کیسے پیدا کر سکتے ہیں اپنے اندر,c5c93ecdecd0962fdf8ec6acb5ac8182a49422ca,52w,1/24/2026 6:27,
Pamir Times,pt_post030,80,0,سرزمین اہلبیت کہلانے والے خطے گلگت بلتستان میں جب اس پارٹی کا چیئرمین آیا جس کے حکم پر پارا چنار کے لئے آواز اٹھانے والے دو سیدوں کو کراچی میں شہید کیا گیا اور کئی لڑکے اب تک قید ہیں اور علماء پر ایف آئی آر درج ہیں تو یہاں کے بے غیرت سیاسی دلالوں نے نہ .,c3bda67302b0c945e9ae702f45cf2a127045ddf4,52w,1/24/2026 6:27,
Pamir Times,pt_post030,81,0,ye sary rewd hain khane k leye zardari house firown house hain ponch chuky hain,7b6bbce78c816c361e50d18afd433733cc5cc26a,52w,1/24/2026 6:27,
Pamir Times,pt_post030,82,0,پارٹی بدل بدل کے تو ہوگیا برباد اے حاجی ناشاد اے حاجی ناشاد,ca560a734c49e7e69039530e15b321d453a93562,1y,1/24/2026 6:27,
Pamir Times,pt_post030,86,0,mujahid hadool,1e491d59b0e79fbdabab5b6b6efa249f7d99c23f,1y,1/24/2026 6:27,
Pamir Times,pt_post030,87,0,beghairaton ki line lagi hai sohlatkaron ki sohlatkari,ebd80c87784f2f0bb32f643e36f06a74578a27c6,52w,1/24/2026 6:27,
Pamir Times,pt_post030,88,0,فدا ناشاد پہلے پیپلز پارٹی میں تھے پھر تحریک جعفریہ میں گئے پھر مسلم لیگ ق میں پھر مسلم لیگ ن میں پھر تحریک انصاف میں اب پھر پیپلز پارٹی میں پانچ بار پارٹی بدل لیا ہے کمپنی کے لوگوں کو پہچان لو جہاں کا حکم ہوتا ہے وہی چلے جاتے ہیں,8041fae137a98a0f00f27c3e6aec81c8ca395778,1y,1/24/2026 6:27,
Pamir Times,pt_post030,89,0,vary great,6648dfac478483400011bbd9d5c358aa5a8fac24,49w,1/24/2026 6:27,
Pamir Times,pt_post030,90,0,zameeforoj sara,2bf2f8f5aa97432d1c9c1b8792f240265d906a95,52w,1/24/2026 6:27,
